day_of_week,hour_sin,hour_cos,month_sin,month_cos,is_weekend,quarter,lat,long,label
0.71428571,-0.82412619,0.56640624,0.86602540,0.50000000,0.00000000,0.25000000,32.04946640,34.80651370,4
0.71428571,-0.82164694,0.56999676,0.86602540,0.50000000,0.00000000,0.25000000,32.04945300,34.80651720,4
0.71428571,-0.81915204,0.57357644,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.81664156,0.57714519,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.81411552,0.58070296,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.81157398,0.58424967,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.80901699,0.58778525,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.80644460,0.59130965,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.80385686,0.59482279,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.80125381,0.59832460,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.79863551,0.60181502,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.79600200,0.60529399,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.79335334,0.60876143,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.79068957,0.61221728,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.78801075,0.61566148,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.78531693,0.61909395,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.78260816,0.62251464,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.77988448,0.62592347,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.77714596,0.62932039,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.77439264,0.63270533,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.77162458,0.63607822,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.76884183,0.63943900,0.86602540,0.50000000,0.00000000,0.25000000,32.04945470,34.80651280,4
0.71428571,-0.76604444,0.64278761,0.86602540,0.50000000,0.00000000,0.25000000,32.04945470,34.80651280,4
0.71428571,-0.76323247,0.64612398,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.76040597,0.64944805,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.75756498,0.65275975,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.75470958,0.65605903,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.75183981,0.65934582,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.74895572,0.66262005,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.74605738,0.66588167,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.74314483,0.66913061,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.74021813,0.67236681,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.73727734,0.67559021,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.73432251,0.67880075,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.73135370,0.68199836,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.72537437,0.68835458,0.86602540,0.50000000,0.00000000,0.25000000,32.04946950,34.80650870,4
0.71428571,-0.71630194,0.69779046,0.86602540,0.50000000,0.00000000,0.25000000,32.04946950,34.80650870,4
0.71428571,-0.71325045,0.70090926,0.86602540,0.50000000,0.00000000,0.25000000,32.04946950,34.80650870,4
0.71428571,-0.70401472,0.71018538,0.86602540,0.50000000,0.00000000,0.25000000,32.04946950,34.80650870,4
0.71428571,-0.69779046,0.71630194,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.69151306,0.72236396,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.68835458,0.72537437,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.68199836,0.73135370,0.86602540,0.50000000,0.00000000,0.25000000,32.04945930,34.80651390,4
0.71428571,-0.67559021,0.73727734,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.67236681,0.74021813,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.66913061,0.74314483,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.66262005,0.74895572,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.65605903,0.75470958,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.65605903,0.75470958,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.65275975,0.75756498,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.64944805,0.76040597,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.64612398,0.76323247,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.63943900,0.76884183,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.63270533,0.77439264,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.62592347,0.77988448,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.62251464,0.78260816,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.61566148,0.78801075,0.86602540,0.50000000,0.00000000,0.25000000,32.04947640,34.80651030,4
0.71428571,-0.60876143,0.79335334,0.86602540,0.50000000,0.00000000,0.25000000,32.04947640,34.80651030,4
0.71428571,-0.59832460,0.80125381,0.86602540,0.50000000,0.00000000,0.25000000,32.04947640,34.80651030,4
