latitude,longitude,timestamp
32.0495191,34.8065234,1582364887
32.0495191,34.8065234,1582364947
32.054054054054056,34.80098247024558,1582368273
32.054054054054056,34.80098247024558,1582368333
32.054054054054056,34.80098247024558,1582368393
32.054054054054056,34.80098247024558,1582368854
32.054054054054056,34.80098247024558,1582369174
32.054054054054056,34.80098247024558,1582369270
32.054054054054056,34.80098247024558,1582369330
32.054054054054056,34.80098247024558,1582369390
32.054054054054056,34.80098247024558,1582369450
32.054054054054056,34.80098247024558,1582369592
32.054054054054056,34.80098247024558,1582369652
32.054054054054056,34.80098247024558,1582369651
32.054054054054056,34.80098247024558,1582369712
32.054054054054056,34.80098247024558,1582369772
32.054054054054056,34.80098247024558,1582369832
32.054054054054056,34.80098247024558,1582369892
32.054054054054056,34.80098247024558,1582369952
32.054054054054056,34.80098247024558,1582369977
32.054054054054056,34.80098247024558,1582370012
32.054054054054056,34.80098247024558,1582370062
32.054054054054056,34.80098247024558,1582370072
32.054054054054056,34.80098247024558,1582370132
32.054054054054056,34.80098247024558,1582370192
32.054054054054056,34.80098247024558,1582370252
32.054054054054056,34.80098247024558,1582371276
32.054054054054056,34.80098247024558,1582371812
32.054054054054056,34.80098247024558,1582371867
32.054054054054056,34.80098247024558,1582371910
32.054054054054056,34.80098247024558,1582371970
32.054054054054056,34.80098247024558,1582372030
32.054054054054056,34.80098247024558,1582372090
32.054054054054056,34.80098247024558,1582372150
32.054054054054056,34.80098247024558,1582372210
32.054054054054056,34.80098247024558,1582372270
32.054054054054056,34.80098247024558,1582372330
32.054054054054056,34.80098247024558,1582372390
32.054054054054056,34.80098247024558,1582372450
32.054054054054056,34.80098247024558,1582372510
32.054054054054056,34.80098247024558,1582372776
32.054054054054056,34.80098247024558,1582372810
32.054054054054056,34.80098247024558,1582372870
32.054054054054056,34.80098247024558,1582372930
32.054054054054056,34.80098247024558,1582372990
32.054054054054056,34.80098247024558,1582373050
32.054054054054056,34.80098247024558,1582373110
32.054054054054056,34.80098247024558,1582373170
32.054054054054056,34.80098247024558,1582373230
32.054054054054056,34.80098247024558,1582373290
32.054054054054056,34.80098247024558,1582373350
32.054054054054056,34.80098247024558,1582373410
32.054054054054056,34.80098247024558,1582373470
32.054054054054056,34.80098247024558,1582373530
32.054054054054056,34.80098247024558,1582373590
32.054054054054056,34.80098247024558,1582373650
32.054054054054056,34.80098247024558,1582374015
32.054054054054056,34.80098247024558,1582374161
32.054054054054056,34.80098247024558,1582374162
32.054054054054056,34.80098247024558,1582374190
32.054054054054056,34.80098247024558,1582374250
32.054054054054056,34.80098247024558,1582374310
32.054054054054056,34.80098247024558,1582374370
32.054054054054056,34.80098247024558,1582374430
32.054054054054056,34.80098247024558,1582374930
32.054054054054056,34.80098247024558,1582375547
32.054054054054056,34.80098247024558,1582375570
32.054054054054056,34.80098247024558,1582375630
32.054054054054056,34.80098247024558,1582375690
32.054054054054056,34.80098247024558,1582376139
32.054054054054056,34.80098247024558,1582376736
32.054054054054056,34.80098247024558,1582376776
32.054054054054056,34.80098247024558,1582377106
32.054054054054056,34.80098247024558,1582377130
32.054054054054056,34.80098247024558,1582377190
32.054054054054056,34.80098247024558,1582377250
32.054054054054056,34.80098247024558,1582377310
32.054054054054056,34.80098247024558,1582377370
32.054054054054056,34.80098247024558,1582377430
32.054054054054056,34.80098247024558,1582377490
32.054054054054056,34.80098247024558,1582377550
32.054054054054056,34.80098247024558,1582377610
32.054054054054056,34.80098247024558,1582377670
32.054054054054056,34.80098247024558,1582377730
32.054054054054056,34.80098247024558,1582377790
32.054054054054056,34.80098247024558,1582377850
32.054054054054056,34.80098247024558,1582377910
32.054054054054056,34.80098247024558,1582377970
32.054054054054056,34.80098247024558,1582378030
32.054054054054056,34.80098247024558,1582378090
32.054054054054056,34.80098247024558,1582378150
32.054054054054056,34.80098247024558,1582378210
32.054054054054056,34.80098247024558,1582378270
32.054054054054056,34.80098247024558,1582378330
32.054054054054056,34.80098247024558,1582378390
32.054054054054056,34.80098247024558,1582378450
32.054054054054056,34.80098247024558,1582378510
32.054054054054056,34.80098247024558,1582378570
32.054054054054056,34.80098247024558,1582378630
32.054054054054056,34.80098247024558,1582378690
32.054054054054056,34.80098247024558,1582378750
32.054054054054056,34.80098247024558,1582378810
32.054054054054056,34.80098247024558,1582378870
32.054054054054056,34.80098247024558,1582378930
32.054054054054056,34.80098247024558,1582378990
32.054054054054056,34.80098247024558,1582379050
32.054054054054056,34.80098247024558,1582379110
32.054054054054056,34.80098247024558,1582379170
32.054054054054056,34.80098247024558,1582379230
32.054054054054056,34.80098247024558,1582379290
32.054054054054056,34.80098247024558,1582379350
32.054054054054056,34.80098247024558,1582379450
32.054054054054056,34.80098247024558,1582379470
32.054054054054056,34.80098247024558,1582379530
32.054054054054056,34.80098247024558,1582379590
32.054054054054056,34.80098247024558,1582379968
32.054054054054056,34.80098247024558,1582380689
32.054054054054056,34.80098247024558,1582380871
32.054054054054056,34.80098247024558,1582380910
32.054054054054056,34.80098247024558,1582380970
32.054054054054056,34.80098247024558,1582381030
32.054054054054056,34.80098247024558,1582381211
32.054054054054056,34.80098247024558,1582381270
32.054054054054056,34.80098247024558,1582381330
32.054054054054056,34.80098247024558,1582381393
32.054054054054056,34.80098247024558,1582381742
32.054054054054056,34.80098247024558,1582381750
32.054054054054056,34.80098247024558,1582382242
32.054054054054056,34.80098247024558,1582382290
32.054054054054056,34.80098247024558,1582382350
32.054054054054056,34.80098247024558,1582382525
32.054054054054056,34.80098247024558,1582382596
